folder,filename,filepath,raw_text,clean_text,label
ITR_Form 16,34.jpg,dataset\ITR_Form 16\34.jpg,"FORMNO. 16

ees a
Tre
i Ti a TOT Te a To
cater re
ee Eee aa TORR
itaional Emorpibes aoe
a
ra as STORET ON a UREORT | PRU SORE ERGURRS — EAGT TRS
Ponti ty te
Broteser eves,
— Ra
Tara a Ta si
Jsctowe =, 25, faor Cae Rad nT
cr, : eae 2a ne | fons | idic04
A
Geared] Cosdytitaubos et edghnd vescucu |iucutpall| Luoutval | faut elas.
Ube wadercubwtiough ol sccdou | serctted” [us cadneed | éqpettFvmntaed
8 Tevcepecta | Bwcopesot the
ficeasbed atpinea
cma a ‘Saag “| —“vaae
Ginter aes ieeoo| tha
eomner ‘cs pease oo | — eae
tomer test ficaie_|— fetes
an uated i era | — a

DETAILS OF TAX DEDUCTED AND DEPOSITED IN THE CENTRAL GOVERNMENT ACCOUNT
THROUGH BOOK ADJUSTMENT

ine Employer pide te payer se Geta of ax casuded and deposed wh repeat he enptyee)
‘So. [Tax Deposited in ‘Book identification number (BIN)
respect of the
‘employee (Rs.) [Receiptunbers of | DDO Sequence | Date on which tax | Status of matching
Form No.24G |Number inthe Book | deposited ‘with
‘Adjustment Mini | (dd/mmiyyyy) | Form No.24G
‘Statement
Total
TI. DETAILS OF TAX DEDUCTED AND DEPOSITED IN THE CENTRAL GOVERNMENT ACCOUNT
THROUGH CHALLAN
ine Employer provide te payer ie Geta of ax ceduced ad deposed vin repeat heenptyee)
‘SWo. [Tax Deposited in ‘Challan identification number (CIN)
respect of the
‘employee (Rs.) | BSR Codeof the | Dato on which tax] Challan Serial [Status of matching
Bank Branch deposited Number ‘with
(adimmiyyyy) ouTas
‘Statement
7 736000 THTTIT 30-jun-2020 ESES
F 17/486.00 9999999, [30-Sep-2020 ese
5) 26,228.00 6666666 lst-Dee-2020 {22922
4| 78,685.00 2222222 lat-mar2021 53933
Toral 423,160.00
Verification

T Suresh son/@aughter of Swa Working inthe capaciy of Manager (designation) do hereby cery that a sum
Rs. 1,23, 760.00 INR One Lakh Twenty Three Thousand Seven Hundred Saty (in words)] has been deducted at
source and paid tothe credit of the Central Government. {futher certify that the information given above is tue
and correct based on the books of account, documents and other available records.

[Place + Bangolore
[Date + BB-May-2024 Signatur

‘of person responsible for deduction of tax

","formno. 16 ees a tre i ti a tot te a to cater re ee eee aa torr itaional emorpibes aoe a ra as storet on a ureort pru sore ergurrs eagt trs ponti ty te broteser eves, ra tara a ta si jsctowe , 25, faor cae rad nt cr, : eae 2a ne fons idic04 a geared cosdytitaubos et edghnd vescucu iucutpall luoutval faut elas. ube wadercubwtiough ol sccdou serctted us cadneed qpettfvmntaed 8 tevcepecta bwcopesot the ficeasbed atpinea cma a saag vaae ginter aes ieeoo tha eomner cs pease oo eae tomer test ficaie fetes an uated i era a details of tax deducted and deposited in the central government account through book adjustment ine employer pide te payer se geta of ax casuded and deposed wh repeat he enptyee so. tax deposited in book identification number bin respect of the employee rs. receiptunbers of ddo sequence date on which tax status of matching form no.24g number inthe book deposited with adjustment mini dd/mmiyyyy form no.24g statement total ti. details of tax deducted and deposited in the central government account through challan ine employer provide te payer ie geta of ax ceduced ad deposed vin repeat heenptyee swo. tax deposited in challan identification number cin respect of the employee rs. bsr codeof the dato on which tax challan serial status of matching bank branch deposited number with adimmiyyyy outas statement 7 736000 thttit 30-jun-2020 eses f 17/486.00 9999999, 30-sep-2020 ese 5 26,228.00 6666666 lst-dee-2020 22922 4 78,685.00 2222222 lat-mar2021 53933 toral 423,160.00 verification t suresh son/aughter of swa working inthe capaciy of manager designation do hereby cery that a sum rs. 1,23, 760.00 inr one lakh twenty three thousand seven hundred saty in words has been deducted at source and paid tothe credit of the central government. futher certify that the information given above is tue and correct based on the books of account, documents and other available records. place bangolore date bb-may-2024 signatur of person responsible for deduction of tax",ITR_Form 16
ITR_Form 16,35.jpg,dataset\ITR_Form 16\35.jpg,"le

INDIAN INCOME TAX RETURN were
0
i 2fo]2\1 2/2
5 bomen sinecteicne TE
2 earmararome ‘Date orn Formation = =
— ae amarante bd al
i jaauie Gu GauaaaGuneeuneaaen
a se ula
H ey
© esate Pos Semi wi Sco Nae SaT ‘Wana Ne
a Se oe ee
poeeceemere enna yma
0 | eater nerd nnatng matin
Pee ee arenes
Se eS ea ase joa
feet peleretal tion
ee ee
emd pmption of ckctricty during the previows year? (¥ewNo) See

seine Mc ser |

micvascgaceoom yy | Litt i it 111
a |Dawmeraeateine enter ON) audacones NewcbraewinesantaChearanal | A
Sern nar ro ape mn oenr pret ine

ee fri hein .

Shai ao ata | amet sea aT

| eyo ln a a Sip a [ove ow
[ese Roepe Cn cans prec Raa OS OVS pa TSE

Riccar career acsearle i a

a [ eae te etapa Kp
[rem Se PAS ara

cao oe

",le indian income tax return were 0 i 2fo21 2/2 5 bomen sinecteicne te 2 earmararome date orn formation ae amarante bd al i jaauie gu gauaaaguneeuneaaen a se ula h ey esate pos semi wi sco nae sat wana ne a se oe ee poeeceemere enna yma 0 eater nerd nnatng matin pee ee arenes se es ea ase joa feet peleretal tion ee ee emd pmption of ckctricty during the previows year ewno see seine mc ser micvascgaceoom yy litt i it 111 a dawmeraeateine enter on audacones newcbraewinesantachearanal a sern nar ro ape mn oenr pret ine ee fri hein . shai ao ata amet sea at eyo ln a a sip a ove ow ese roepe cn cans prec raa os ovs pa tse riccar career acsearle i a a eae te etapa kp rem se pas ara cao oe,ITR_Form 16
ITR_Form 16,36.jpg,dataset\ITR_Form 16\36.jpg,"00009406

RAJESH GUPTA

FORM NO. 16
[ See rule 31(1) (a) ]

PART B (Annexure)

“ ORIGINAL ""

DETAILS OF SALARY PAID AND ANY OTHER INCOME AND TAX DEDUCTED

INR

INR

INR

1. Gross salary
a
b

Salary as per provisions contained in sec.17(1)

Value of perquisites under section 17(2) (as per Form No.12BA,
wherever applicable )

c) Profits in lieu of salary under section 17(3) (as per
Form No.12BA wherever applicable )

d) Total

2. Less: Allowance to the extent exempt under section 10
Allowance
Conveyance Exemption 19200.00
HRA Exemption 80000.00

3. Balance(1-2)
4. Deductions:

(a) Entertainment allowance

(b) Tax on Employment

603256.00
9560.55

0.00

0.00
0.00

612816.55

99200.00

513617.00

7. Add: Any other Income reported by the employee

Income

8. Gross total income (6+7)
9. Deductions under chapter VI-A
A) sections 80C, 80CCC and 80CCD
a) section 80C

i) Employee Provident Fund

(b) section 80CCC
(c) section 80CCD
Note : 1. Aggregate amount deductible under the sections i.e 80C,

80CCC and 80CCD (01) shall not exceed one lakh rupees

B) other sections (for e.g. 80E, 80G, 80 TTA etc.) under chapter VIA

97200.00

0.00
0.00

Gross amount

5. Aggregate of 4(a) and (b) 0.00
6. Income chargeable under the head ‘salaries'(3-5) (1) 513617.00

0.00

Gross Amount

97200.00

0.00
0.00

Qualifying amount

513617.00

Deductible

0.00
0.00

Deductible amount

(a) 80D(01) 17100.00 17100.00 17100.00
(b)80CCD(02) 13501.00 13501.00 13501.00
“io AeoeaseofsedicbieanountunieGheervia
11. Total Income(8-10) 385820.00
12. Tax on total income 6791.00
13. Rebate u/s 87A 0.00
14. Tax payable 6791.00
15. Education Cess @ 3% (on tax computed at S.No 14) 204.00
16. Tax payable and surcharge (14+15) 6995.00
17. Less: Relief under sec 89(attach details) 0.00

18. Tax Payable (16-17)

6995.00

r ) Taxable Salary 3 Taxable Income

@ Aggregate Deductions 4 Tax Payable
","00009406 rajesh gupta form no. 16 see rule 311 a part b annexure original details of salary paid and any other income and tax deducted inr inr inr 1. gross salary a b salary as per provisions contained in sec.171 value of perquisites under section 172 as per form no.12ba, wherever applicable c profits in lieu of salary under section 173 as per form no.12ba wherever applicable d total 2. less: allowance to the extent exempt under section 10 allowance conveyance exemption 19200.00 hra exemption 80000.00 3. balance1-2 4. deductions: a entertainment allowance b tax on employment 603256.00 9560.55 0.00 0.00 0.00 612816.55 99200.00 513617.00 7. add: any other income reported by the employee income 8. gross total income 67 9. deductions under chapter vi-a a sections 80c, 80ccc and 80ccd a section 80c i employee provident fund b section 80ccc c section 80ccd note : 1. aggregate amount deductible under the sections i.e 80c, 80ccc and 80ccd 01 shall not exceed one lakh rupees b other sections for e.g. 80e, 80g, 80 tta etc. under chapter via 97200.00 0.00 0.00 gross amount 5. aggregate of 4a and b 0.00 6. income chargeable under the head salaries3-5 1 513617.00 0.00 gross amount 97200.00 0.00 0.00 qualifying amount 513617.00 deductible 0.00 0.00 deductible amount a 80d01 17100.00 17100.00 17100.00 b80ccd02 13501.00 13501.00 13501.00 io aeoeaseofsedicbieanountuniegheervia 11. total income8-10 385820.00 12. tax on total income 6791.00 13. rebate u/s 87a 0.00 14. tax payable 6791.00 15. education cess 3 on tax computed at s.no 14 204.00 16. tax payable and surcharge 1415 6995.00 17. less: relief under sec 89attach details 0.00 18. tax payable 16-17 6995.00 r taxable salary 3 taxable income aggregate deductions 4 tax payable",ITR_Form 16
ITR_Form 16,37.jpg,dataset\ITR_Form 16\37.jpg,"Ts INDIAN INDIVDUAL INCOME TAX RETURN AY 2014-75]
lat) FIRST NAME ‘A2) MIDDLE NAME.
[Empioyee H
[A3) LAST NAME, ‘Ad) PERMANENT ACCOUNT NUMBER
la [ABODE 12346
SEX ‘A6) DATE OF BIRTH. A7) INCOME TAX WARDICIRCLE

Z)Male [Female 15-Dec-1976][ Bangalore (South)
[aB) FLATIDOOR/BUILDING. 89) ROAD/STREET.
[23_dth Cross, Balas Layout, [Subramani Colon

lato) AREALOCALITY. At) TOWNICITYIDISTRICT
[Bangalore -56 L
lat STATE 813) PINCODE,
i
[at4) EMAIL ADDRESS
[a@abe.com

|A15) RESIDENTIALIOFFICE PHONE NO. WATH STO CODE

[08072323889

‘A16) MOBILE NO.

|at7) Fit only oneif you belong to [—] Government

ess

lag) [Tex Refundable ‘ax Payable (init Tax Betance
\at9) Fil fesident [J Non-Resident [}Resident but not ordinarily resident
Ja20) Before due date 1351) [—] Aer due date-139(4) [—] Revised Return-13965)
ntesponseto notice [—]142{1) Coue Cosaaisse
Ja21 tt revised Jan [

Fe aa oO Sig a
81) Income from Salary/Pension 8 ZS BT
te’ Ensure to Sen TOS # pron 090 2)
182) Income from One House Property 82 (_______£18500.00|
83) Income from Other Sources 83 (7500.00
te Ensure to Sen TOS 2 ven no290 2
B4) Gross Total Income (Bt + B2 + B3) 8s (33809
on we s.s0600]e2) sacce Jes) ssecorn
cay soceoee) Jes) avec Je wo
<7 000 Je8) #0008 Jen we
to) woe Tet) anc. Tem) mcs
1 soca Jeta) macse Jets) worn [
‘te) 89008 Je17) sorta lew) ou |
‘48) Total Deductions (Add iteme C4 to C18 ) cnn TERE
C20) Taxable Total Income (B4 -CI8) co 308.1070

","ts indian indivdual income tax return ay 2014-75 lat first name a2 middle name. empioyee h a3 last name, ad permanent account number la abode 12346 sex a6 date of birth. a7 income tax wardicircle zmale female 15-dec-1976 bangalore south ab flatidoor/building. 89 road/street. 23dth cross, balas layout, subramani colon lato arealocality. at townicityidistrict bangalore -56 l lat state 813 pincode, i at4 email address aabe.com a15 residentialioffice phone no. wath sto code 08072323889 a16 mobile no. at7 fit only oneif you belong to government ess lag tex refundable ax payable init tax betance at9 fil fesident j non-resident resident but not ordinarily resident ja20 before due date 1351 aer due date-1394 revised return-13965 ntesponseto notice 1421 coue cosaaisse ja21 tt revised jan fe aa oo sig a 81 income from salary/pension 8 zs bt te ensure to sen tos pron 090 2 182 income from one house property 82 18500.00 83 income from other sources 83 7500.00 te ensure to sen tos 2 ven no290 2 b4 gross total income bt b2 b3 8s 33809 on we s.s0600e2 sacce jes ssecorn cay soceoee jes avec je wo 7 000 je8 0008 jen we to woe tet anc. tem mcs 1 soca jeta macse jets worn te 89008 je17 sorta lew ou 48 total deductions add iteme c4 to c18 cnn tere c20 taxable total income b4 -ci8 co 308.1070",ITR_Form 16
ITR_Form 16,38.jpg,dataset\ITR_Form 16\38.jpg,"FORM 16

(Beeraies

Dia)

PARTA

Certificate under section 203 of the Income-tax Act, 1961 for Tax deducted at sousce on Salary

Name and address of the Employer

Name and designation of the Employee

PAN of the Deductoz

PAN of the Employes

City

GT mDs

Period

From To

Seenmary of tax deducted at 20

‘umbers of original statements of TDS
section (3) of section 200

‘Amount of tax

Amount of tax
deposited /zemitte

deducted in respect
e spect of the

of the employee
emplovee

","form 16 beeraies dia parta certificate under section 203 of the income-tax act, 1961 for tax deducted at sousce on salary name and address of the employer name and designation of the employee pan of the deductoz pan of the employes city gt mds period from to seenmary of tax deducted at 20 umbers of original statements of tds section 3 of section 200 amount of tax amount of tax deposited /zemitte deducted in respect e spect of the of the employee emplovee",ITR_Form 16
ITR_Form 16,39.jpg,dataset\ITR_Form 16\39.jpg,"FORMNO. 16

ees a
Tre
i Ti a TOT Te a To
cater re
ee Eee aa TORR
itaional Emorpibes aoe
a
ra as STORET ON a UREORT | PRU SORE ERGURRS — EAGT TRS
Ponti ty te
Broteser eves,
— Ra
Tara a Ta si
Jsctowe =, 25, faor Cae Rad nT
cr, : eae 2a ne | fons | idic04
A
Geared] Cosdytitaubos et edghnd vescucu |iucutpall| Luoutval | faut elas.
Ube wadercubwtiough ol sccdou | serctted” [us cadneed | éqpettFvmntaed
8 Tevcepecta | Bwcopesot the
ficeasbed atpinea
cma a ‘Saag “| —“vaae
Ginter aes ieeoo| tha
eomner ‘cs pease oo | — eae
tomer test ficaie_|— fetes
an uated i era | — a

DETAILS OF TAX DEDUCTED AND DEPOSITED IN THE CENTRAL GOVERNMENT ACCOUNT
THROUGH BOOK ADJUSTMENT

ine Employer pide te payer se Geta of ax casuded and deposed wh repeat he enptyee)
‘So. [Tax Deposited in ‘Book identification number (BIN)
respect of the
‘employee (Rs.) [Receiptunbers of | DDO Sequence | Date on which tax | Status of matching
Form No.24G |Number inthe Book | deposited ‘with
‘Adjustment Mini | (dd/mmiyyyy) | Form No.24G
‘Statement
Total
TI. DETAILS OF TAX DEDUCTED AND DEPOSITED IN THE CENTRAL GOVERNMENT ACCOUNT
THROUGH CHALLAN
ine Employer provide te payer ie Geta of ax ceduced ad deposed vin repeat heenptyee)
‘SWo. [Tax Deposited in ‘Challan identification number (CIN)
respect of the
‘employee (Rs.) | BSR Codeof the | Dato on which tax] Challan Serial [Status of matching
Bank Branch deposited Number ‘with
(adimmiyyyy) ouTas
‘Statement
7 736000 THTTIT 30-jun-2020 ESES
F 17/486.00 9999999, [30-Sep-2020 ese
5) 26,228.00 6666666 lst-Dee-2020 {22922
4| 78,685.00 2222222 lat-mar2021 53933
Toral 423,160.00
Verification

T Suresh son/@aughter of Swa Working inthe capaciy of Manager (designation) do hereby cery that a sum
Rs. 1,23, 760.00 INR One Lakh Twenty Three Thousand Seven Hundred Saty (in words)] has been deducted at
source and paid tothe credit of the Central Government. {futher certify that the information given above is tue
and correct based on the books of account, documents and other available records.

[Place + Bangolore
[Date + BB-May-2024 Signatur

‘of person responsible for deduction of tax

","formno. 16 ees a tre i ti a tot te a to cater re ee eee aa torr itaional emorpibes aoe a ra as storet on a ureort pru sore ergurrs eagt trs ponti ty te broteser eves, ra tara a ta si jsctowe , 25, faor cae rad nt cr, : eae 2a ne fons idic04 a geared cosdytitaubos et edghnd vescucu iucutpall luoutval faut elas. ube wadercubwtiough ol sccdou serctted us cadneed qpettfvmntaed 8 tevcepecta bwcopesot the ficeasbed atpinea cma a saag vaae ginter aes ieeoo tha eomner cs pease oo eae tomer test ficaie fetes an uated i era a details of tax deducted and deposited in the central government account through book adjustment ine employer pide te payer se geta of ax casuded and deposed wh repeat he enptyee so. tax deposited in book identification number bin respect of the employee rs. receiptunbers of ddo sequence date on which tax status of matching form no.24g number inthe book deposited with adjustment mini dd/mmiyyyy form no.24g statement total ti. details of tax deducted and deposited in the central government account through challan ine employer provide te payer ie geta of ax ceduced ad deposed vin repeat heenptyee swo. tax deposited in challan identification number cin respect of the employee rs. bsr codeof the dato on which tax challan serial status of matching bank branch deposited number with adimmiyyyy outas statement 7 736000 thttit 30-jun-2020 eses f 17/486.00 9999999, 30-sep-2020 ese 5 26,228.00 6666666 lst-dee-2020 22922 4 78,685.00 2222222 lat-mar2021 53933 toral 423,160.00 verification t suresh son/aughter of swa working inthe capaciy of manager designation do hereby cery that a sum rs. 1,23, 760.00 inr one lakh twenty three thousand seven hundred saty in words has been deducted at source and paid tothe credit of the central government. futher certify that the information given above is tue and correct based on the books of account, documents and other available records. place bangolore date bb-may-2024 signatur of person responsible for deduction of tax",ITR_Form 16
ITR_Form 16,4.jpg,dataset\ITR_Form 16\4.jpg,,,ITR_Form 16
ITR_Form 16,40.jpg,dataset\ITR_Form 16\40.jpg,"Acknowledgement Number :

Assessment Year : 2020-21

ITR-1 SAHAJ INDIAN INCOME TAX RETURN

[For individuals being a resident (other than not ordinarily resident) having total income upto Rs.50 lakh, having Income

from Salaries, one house property, Interest Income, Family Pension Income etc. and agricultural income upto Rs.5 thousand]

{Not for an individual who is either Director in a company or has invested in unlisted equity shares
‘or has any brought forward / carry forward loss under the head “Income from House Property]

(Refer instructions for eligibility)

PART A GENERAL INFORMATION

Name
PAN Date of Binh (DDIMMIYYYY)
Mobile no Email Address [
Aadhaar Number

Adress

Flat Door / Block No

[Name of Premises / Building / Village

Road Stes Post Office Area! Locality
“own City! Distt [ Site

PIN Code ‘County INDIA
Natu of Employment Other

Filing Section 139(1)-0n or before due date

Are you filing retum of income under Seventh proviso ta sstion 139(1) but otherwise not requited to

","acknowledgement number : assessment year : 2020-21 itr-1 sahaj indian income tax return for individuals being a resident other than not ordinarily resident having total income upto rs.50 lakh, having income from salaries, one house property, interest income, family pension income etc. and agricultural income upto rs.5 thousand not for an individual who is either director in a company or has invested in unlisted equity shares or has any brought forward / carry forward loss under the head income from house property refer instructions for eligibility part a general information name pan date of binh ddimmiyyyy mobile no email address aadhaar number adress flat door / block no name of premises / building / village road stes post office area locality own city distt site pin code county india natu of employment other filing section 1391-0n or before due date are you filing retum of income under seventh proviso ta sstion 1391 but otherwise not requited to",ITR_Form 16
ITR_Form 16,41.jpg,dataset\ITR_Form 16\41.jpg,"FORM 16

(Beeraies

Dia)

PARTA

Certificate under section 203 of the Income-tax Act, 1961 for Tax deducted at sousce on Salary

Name and address of the Employer

Name and designation of the Employee

PAN of the Deductoz

PAN of the Employes

City

GT mDs

Period

From To

Seenmary of tax deducted at 20

‘umbers of original statements of TDS
section (3) of section 200

‘Amount of tax

Amount of tax
deposited /zemitte

deducted in respect
e spect of the

of the employee
emplovee

","form 16 beeraies dia parta certificate under section 203 of the income-tax act, 1961 for tax deducted at sousce on salary name and address of the employer name and designation of the employee pan of the deductoz pan of the employes city gt mds period from to seenmary of tax deducted at 20 umbers of original statements of tds section 3 of section 200 amount of tax amount of tax deposited /zemitte deducted in respect e spect of the of the employee emplovee",ITR_Form 16
ITR_Form 16,42.jpg,dataset\ITR_Form 16\42.jpg,"FORT WO-TS

[See rule 310)

PART A

‘Cerificate under section 203 ofthe income-tax Act, 1961 Tor Tax deducted at source on Salary

Tame and Address of the Employer

Name and Designation of the Employes

“28 Company Employeo A
aI, tanalaxn Chambers ‘Senor Executive
inGRoad
Bangavre
PAN of re Daducior TA of he Daducior | PRT at he Employee
KARA07E3E ABCDENZUP
CHTIO9) Tesessiment Year Pad
ladarees: No. 222, TKRoad From Ts:
Icky: Bangaore ""
ety ue: Sang aora2015 | tApr2019 | 31-Mor2014
Summary of tax deducted saree
‘Guaner | Receipt tambes of original statements of | Amount af Tar Tsou Fae
“TOSundorsub-secion@) of section 200. | daducted in ospect of | daposted vomited in
theemployee -—|respect ofthe employee
[Ora TET “ieee ‘rez00
ou?
Quer
Sune
ota Tao THOT
PARTE
Data of Sar pa ad any other inom and ax deducted
1. [Gross Salary
2] Salary ae pe Provisions contained in ee 17(1) 12482209
29) va of periste sue 17(2) (a8 per Fm No 28 “4,000.0
wherever appicale)
«Profs te of slny under secton 1712) (es perFom | 10,000.00)
io 20A wherever appicsbe)
Tora 1.78822.)
2. |Less: Atowance tothe Extont wl 10
Conveyance Atowance «0 00
Transport Allowance 40,000.00]
ang00.0)
3. [Balances (1.2) 1.380220]
4. [Deductions
Professional Tax (Taxon Employment) «0 00
5. |Ragregat of deductions 600.00
6. [Income Chargable under the head ‘salaries(3:5) saraz2.0]
1. |Add: Any other income reported bythe employee
Income From House Property (ons7s00 09
Income From Ofer Soures 196 00000
Interest on Hovsing Loan Se Occupied
(952,500.00
8, |Gross total income 67) 472.0]
8. [Deductions under Chapter WA
(8) Section 80¢, 80cCC ona 80cc0
1 Section 36¢ 1590320]
Employee Provident Fund (PF) 30309
Insurance Premium 700009

","fort wo-ts see rule 310 part a cerificate under section 203 ofthe income-tax act, 1961 tor tax deducted at source on salary tame and address of the employer name and designation of the employes 28 company employeo a ai, tanalaxn chambers senor executive ingroad bangavre pan of re daducior ta of he daducior prt at he employee kara07e3e abcdenzup chtio9 tesessiment year pad ladarees: no. 222, tkroad from ts: icky: bangaore ety ue: sang aora2015 tapr2019 31-mor2014 summary of tax deducted saree guaner receipt tambes of original statements of amount af tar tsou fae tosundorsub-secion of section 200. daducted in ospect of daposted vomited in theemployee -respect ofthe employee ora tet ieee rez00 ou quer sune ota tao thot parte data of sar pa ad any other inom and ax deducted 1. gross salary 2 salary ae pe provisions contained in ee 171 12482209 29 va of periste sue 172 a8 per fm no 28 4,000.0 wherever appicale profs te of slny under secton 1712 es perfom 10,000.00 io 20a wherever appicsbe tora 1.78822. 2. less: atowance tothe extont wl 10 conveyance atowance 0 00 transport allowance 40,000.00 ang00.0 3. balances 1.2 1.380220 4. deductions professional tax taxon employment 0 00 5. ragregat of deductions 600.00 6. income chargable under the head salaries3:5 saraz2.0 1. add: any other income reported bythe employee income from house property ons7s00 09 income from ofer soures 196 00000 interest on hovsing loan se occupied 952,500.00 8, gross total income 67 472.0 8. deductions under chapter wa 8 section 80, 80ccc ona 80cc0 1 section 36 1590320 employee provident fund pf 30309 insurance premium 700009",ITR_Form 16
ITR_Form 16,43.jpg,dataset\ITR_Form 16\43.jpg,"viNg)

FORM 16

BBeerule (Q@)]

PARTA

Certificate under section 203 of the Income-tax Act, 1961 for Tax deducted at source on Salary

rtificate No. Last updated on
Name and address of the Employer Name and designation of the Employee
‘ABCD, OFFICE, KOLKATA Prabir Hore,Accountant
Employee Reference No.
PAN of the Deductor TAN of the Deductor PAN of the Employee | provided by the employer
(if available)
= KLUMI2K ‘ATTPSS696A 07235
cIT(TDs) ‘Assessment Year| Period with the employer
From To
fdress:
2016-2017
“s 9 RAS . 01/04/2015 | 31/03/2016

‘Summary of amount paidicredited and tax deducted at source thereon in respect of the employee

Receipt Numbers of original “Amount of tax “Amount of ax

uarter(s) statements of TOS under sub- | Amount paid/credited deducted deposited/remitted
section (3) of section 200 (Rs) (Rs)

Quartert on =I J

‘Quarter 2 02 =| a

‘Gace 03 a] pe

","ving form 16 bbeerule q parta certificate under section 203 of the income-tax act, 1961 for tax deducted at source on salary rtificate no. last updated on name and address of the employer name and designation of the employee abcd, office, kolkata prabir hore,accountant employee reference no. pan of the deductor tan of the deductor pan of the employee provided by the employer if available klumi2k attpss696a 07235 cittds assessment year period with the employer from to fdress: 2016-2017 s 9 ras . 01/04/2015 31/03/2016 summary of amount paidicredited and tax deducted at source thereon in respect of the employee receipt numbers of original amount of tax amount of ax uarters statements of tos under sub- amount paid/credited deducted deposited/remitted section 3 of section 200 rs rs quartert on i j quarter 2 02 a gace 03 a pe",ITR_Form 16
Salary Slip,1.jpg,dataset\Salary Slip\1.jpg,"COMPANY NAME
Pay Slip Oct 2022

Special Allowances

Employee Name Total Working Days 31

Employee ID LOP Days 0
Designation Paid Days 31
Department Bank Name Axis Bank
Date of Joining Bank A/c No 5412XXXX20
Gross Sala'

Earnings

Basic Salary 9000

House Rent Allowances 3600
Conveyance Allowances 1600

Medical Allowances 1250

Special Allowances 4550

Gross Sala' 20000

20000

Amount in Words: Eighteen Thousand Rupee

",company name pay slip oct 2022 special allowances employee name total working days 31 employee id lop days 0 designation paid days 31 department bank name axis bank date of joining bank a/c no 5412xxxx20 gross sala earnings basic salary 9000 house rent allowances 3600 conveyance allowances 1600 medical allowances 1250 special allowances 4550 gross sala 20000 20000 amount in words: eighteen thousand rupee,Salary Slip
Salary Slip,10.jpg,dataset\Salary Slip\10.jpg,"exceltemplate.NET SALARY SLIP CONFIDENTIAL
January 2017
Name : Wayne Doorprize Title : Cleaning Service Staff
Employee ID ee Directorate : Operation
Department : General Affairs
Description Earnings Deductions
Basic Salary 2,000.00
Meal Allowance 300.00
Transportation Allowance 300.00
Medical Allowance 300.00
Retirement insurance 25.00
Tax 25.00
Total 50.00
Panta eT
Bank Name Bank of America 2,850.00
Bank Account Name Wayne Doorprize
Two Thousand Eight Hundred Fifty Dollars

Bank Account # 1234567890

","exceltemplate.net salary slip confidential january 2017 name : wayne doorprize title : cleaning service staff employee id ee directorate : operation department : general affairs description earnings deductions basic salary 2,000.00 meal allowance 300.00 transportation allowance 300.00 medical allowance 300.00 retirement insurance 25.00 tax 25.00 total 50.00 panta et bank name bank of america 2,850.00 bank account name wayne doorprize two thousand eight hundred fifty dollars bank account 1234567890",Salary Slip
Salary Slip,100.jpg,dataset\Salary Slip\100.jpg,"Payslip
Zoonodle Inc

21023 Pearson Point Road
Gateway Avenue

Date of Joining 2018-06-23 Employee name : Sally Harley
Pay Period : August 2021 Designation : Marketing Executive
Worked Days 126 Department : Marketing
Earnings Amount Deductions Amount
Basic 10000 Provident Fund 1200
Incentive Pay 1000 ‘Profesional Tax 500
House Rent Allowance 400 Loan 400
Meal Allowance 200

Total Earnings 11600 Total Deductions 2100

Net Pay 9500
9500

Nine Thousand Five Hundred

Employer Signature

Employee Signature

This is system generated payslip
",payslip zoonodle inc 21023 pearson point road gateway avenue date of joining 2018-06-23 employee name : sally harley pay period : august 2021 designation : marketing executive worked days 126 department : marketing earnings amount deductions amount basic 10000 provident fund 1200 incentive pay 1000 profesional tax 500 house rent allowance 400 loan 400 meal allowance 200 total earnings 11600 total deductions 2100 net pay 9500 9500 nine thousand five hundred employer signature employee signature this is system generated payslip,Salary Slip
Salary Slip,101.jpg,dataset\Salary Slip\101.jpg,,,Salary Slip
